asistencia_laboratorio_pct,asistencia_teorico_pct,asistencia_total_pct,entregas_tarea_puntual,horas_de_estudio_semana,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,indice_procrastinacion,horas_deporte,horas_cultura,horas_extracurriculares,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,horas_trabajo_semana,apoyo_social,estres,bienestar_estudiantil,pps_actual_20,rendimiento,riesgo_de_desercion
Baja,Alta,Media,Ejemplar,Adecuado,Impuntual,Alto,Sin_deuda,Credito,Alto,Vulnerable,Minimo,Ocasional,Frecuente,Media,Adecuada,Nula,Alto,Regular,Regular,Parcial_Alta,Bueno,Moderado,Regular,Destacado,Destacado,Bajo
Media,Alta,Excelente,Critico,Intensivo,Impuntual,Bajo,Con_deuda,Pago_Directo,Bajo,Estable,Ocasional,Frecuente,Nula,Media,Moderada,Baja,Bajo,Excesivo,Bueno,Ninguna,Moderado,Muy_Alto,Excelente,Inicio,Destacado,Medio
Baja,Baja,Media,Consistente,Adecuado,Impuntual,Bajo,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Minimo,Nula,Constante,Alta,Adecuada,Baja,Moderado,Deficiente,Deficiente,Ninguna,Excelente,Moderado,Regular,Inicio,Destacado,Bajo
Media,Baja,Alta,Consistente,Adecuado,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Constante,Ocasional,Frecuente,Alta,Adecuada,Frecuente,Moderado,Adecuado,Bueno,Ninguna,Moderado,Alto,Critico,Previsto,Destacado,Medio
Excelente,Media,Excelente,Ejemplar,Adecuado,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Alto,Riesgo_Moderado,Ocasional,Constante,Constante,Alta,Inadecuada,Nula,Moderado,Adecuado,Bueno,Ninguna,Excelente,Muy_Alto,Regular,Destacado,Destacado,Bajo
Alta,Alta,Excelente,Consistente,Adecuado,Puntual,Alto,Con_deuda,Pago_Directo,Alto,Sostenible,Minimo,Ocasional,Constante,Alta,Moderada,Nula,Bajo,Deficiente,Deficiente,Parcial_Baja,Excelente,Moderado,Regular,En_Proceso,Destacado,Bajo
Alta,Media,Baja,Ejemplar,Insuficiente,Impuntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_Moderado,Minimo,Frecuente,Ocasional,Baja,Moderada,Nula,Alto,Deficiente,Regular,Tiempo_Completo,Bueno,Bajo,Excelente,Destacado,Previsto,Bajo
Alta,Media,Media,Moderado,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Beca_Total,Medio,Riesgo_Moderado,Frecuente,Ocasional,Nula,Baja,Adecuada,Nula,Alto,Regular,Bueno,Ninguna,Excelente,Alto,Regular,Inicio,Inicio,Medio
Alta,Baja,Media,Consistente,Limitado,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Constante,Nula,Frecuente,Alta,Inadecuada,Baja,Alto,Excesivo,Regular,Parcial_Alta,Moderado,Bajo,Excelente,Inicio,Previsto,Bajo
Baja,Baja,Baja,Critico,Insuficiente,Puntual,Alto,Sin_deuda,Credito,Alto,Estable,Ocasional,Frecuente,Ocasional,Media,Inadecuada,Nula,Moderado,Adecuado,Deficiente,Parcial_Baja,Bueno,Moderado,Critico,Previsto,Inicio,Bajo
Excelente,Media,Alta,Moderado,Insuficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Medio,Estable,Frecuente,Nula,Constante,Baja,Inadecuada,Constante,Alto,Deficiente,Regular,Tiempo_Completo,Insuficiente,Alto,Critico,Previsto,Inicio,Alto
Alta,Baja,Excelente,Critico,Adecuado,Impuntual,Medio,Con_deuda,Beca_Total,Alto,Vulnerable,Minimo,Constante,Constante,Alta,Adecuada,Frecuente,Bajo,Excesivo,Excelente,Parcial_Alta,Insuficiente,Alto,Excelente,Inicio,Inicio,Medio
Baja,Excelente,Alta,Consistente,Limitado,Puntual,Alto,Sin_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Frecuente,Ocasional,Constante,Baja,Adecuada,Frecuente,Moderado,Deficiente,Regular,Parcial_Baja,Insuficiente,Moderado,Excelente,Destacado,Destacado,Bajo
Alta,Alta,Excelente,Ejemplar,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Vulnerable,Ocasional,Frecuente,Constante,Alta,Inadecuada,Baja,Bajo,Deficiente,Bueno,Tiempo_Completo,Moderado,Bajo,Excelente,Destacado,Destacado,Bajo
Alta,Baja,Alta,Moderado,Insuficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Sostenible,Ocasional,Constante,Frecuente,Alta,Moderada,Nula,Alto,Deficiente,Deficiente,Parcial_Baja,Insuficiente,Alto,Critico,Previsto,Previsto,Medio
Baja,Media,Baja,Critico,Limitado,Impuntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Ocasional,Nula,Baja,Inadecuada,Constante,Moderado,Adecuado,Regular,Ninguna,Insuficiente,Moderado,Excelente,Previsto,Previsto,Bajo
Excelente,Baja,Baja,Consistente,Adecuado,Puntual,Medio,Con_deuda,Beca_Total,Medio,Vulnerable,Frecuente,Ocasional,Nula,Baja,Moderada,Constante,Alto,Regular,Deficiente,Ninguna,Insuficiente,Alto,Critico,Destacado,Previsto,Bajo
Excelente,Media,Excelente,Consistente,Insuficiente,Puntual,Medio,Con_deuda,Beca_Total,Bajo,Estable,Minimo,Nula,Nula,Baja,Moderada,Nula,Bajo,Excesivo,Regular,Parcial_Baja,Insuficiente,Bajo,Excelente,En_Proceso,Inicio,Bajo
Baja,Alta,Excelente,Moderado,Intensivo,Impuntual,Medio,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Ocasional,Constante,Ocasional,Media,Adecuada,Baja,Alto,Deficiente,Regular,Parcial_Baja,Moderado,Muy_Alto,Excelente,En_Proceso,Previsto,Bajo
Media,Baja,Baja,Moderado,Limitado,Impuntual,Medio,Con_deuda,Pago_Directo,Bajo,Estable,Constante,Frecuente,Nula,Media,Inadecuada,Constante,Moderado,Regular,Excelente,Tiempo_Completo,Bueno,Bajo,Critico,En_Proceso,En_Proceso,Medio
Baja,Baja,Media,Moderado,Limitado,Impuntual,Alto,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Minimo,Nula,Constante,Alta,Inadecuada,Frecuente,Alto,Regular,Excelente,Parcial_Alta,Insuficiente,Bajo,Regular,En_Proceso,Destacado,Bajo
Alta,Alta,Alta,Moderado,Limitado,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Medio,Estable,Minimo,Constante,Constante,Alta,Adecuada,Frecuente,Bajo,Adecuado,Excelente,Tiempo_Completo,Bueno,Bajo,Excelente,Destacado,Destacado,Bajo
Excelente,Media,Excelente,Critico,Adecuado,Puntual,Bajo,Sin_deuda,Credito,Muy_Bajo,Estable,Frecuente,Ocasional,Frecuente,Media,Moderada,Baja,Alto,Deficiente,Deficiente,Parcial_Baja,Bueno,Bajo,Excelente,Inicio,En_Proceso,Medio
Alta,Excelente,Media,Ejemplar,Insuficiente,Impuntual,Alto,Con_deuda,Pago_Directo,Alto,Vulnerable,Minimo,Ocasional,Ocasional,Baja,Moderada,Nula,Bajo,Adecuado,Excelente,Tiempo_Completo,Insuficiente,Bajo,Regular,Inicio,Inicio,Bajo
Baja,Baja,Baja,Moderado,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Bajo,Vulnerable,Ocasional,Ocasional,Constante,Media,Adecuada,Frecuente,Alto,Adecuado,Excelente,Ninguna,Insuficiente,Bajo,Excelente,Destacado,Destacado,Alto
Excelente,Excelente,Excelente,Consistente,Intensivo,Puntual,Medio,Con_deuda,Pago_Directo,Medio,Vulnerable,Ocasional,Nula,Constante,Baja,Inadecuada,Frecuente,Moderado,Adecuado,Excelente,Parcial_Alta,Insuficiente,Alto,Regular,Inicio,Inicio,Alto
Media,Excelente,Alta,Critico,Adecuado,Impuntual,Bajo,Con_deuda,Pago_Directo,Alto,Sostenible,Constante,Constante,Nula,Alta,Adecuada,Baja,Bajo,Excesivo,Regular,Parcial_Baja,Excelente,Moderado,Regular,En_Proceso,Previsto,Bajo
Alta,Excelente,Excelente,Ejemplar,Insuficiente,Impuntual,Muy_Bajo,Con_deuda,Pago_Directo,Medio,Vulnerable,Minimo,Nula,Constante,Baja,Inadecuada,Baja,Alto,Deficiente,Regular,Parcial_Baja,Moderado,Moderado,Excelente,Destacado,Destacado,Bajo
Excelente,Alta,Alta,Critico,Limitado,Impuntual,Alto,Con_deuda,Credito,Muy_Bajo,Sostenible,Constante,Constante,Frecuente,Alta,Moderada,Nula,Moderado,Adecuado,Excelente,Parcial_Alta,Moderado,Bajo,Excelente,Previsto,Inicio,Bajo
Alta,Baja,Excelente,Critico,Limitado,Impuntual,Bajo,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Minimo,Frecuente,Constante,Baja,Inadecuada,Nula,Bajo,Regular,Deficiente,Parcial_Baja,Insuficiente,Moderado,Regular,Destacado,Destacado,Bajo
Media,Excelente,Alta,Consistente,Adecuado,Impuntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Alto,Vulnerable,Frecuente,Ocasional,Frecuente,Alta,Adecuada,Nula,Moderado,Deficiente,Bueno,Parcial_Baja,Bueno,Alto,Critico,Destacado,Destacado,Bajo
Media,Alta,Media,Consistente,Adecuado,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Constante,Constante,Constante,Alta,Moderada,Constante,Moderado,Regular,Regular,Tiempo_Completo,Bueno,Moderado,Excelente,Previsto,En_Proceso,Bajo
Alta,Alta,Excelente,Consistente,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Total,Medio,Estable,Frecuente,Ocasional,Ocasional,Baja,Adecuada,Baja,Bajo,Excesivo,Excelente,Parcial_Baja,Moderado,Moderado,Regular,Inicio,En_Proceso,Bajo
Alta,Media,Excelente,Consistente,Limitado,Impuntual,Medio,Con_deuda,Credito,Medio,Riesgo_Moderado,Frecuente,Nula,Constante,Baja,Inadecuada,Frecuente,Alto,Regular,Regular,Tiempo_Completo,Moderado,Muy_Alto,Critico,Previsto,En_Proceso,Alto
Media,Baja,Baja,Consistente,Intensivo,Puntual,Alto,Con_deuda,Credito,Alto,Riesgo_Moderado,Constante,Constante,Nula,Media,Inadecuada,Baja,Bajo,Adecuado,Regular,Parcial_Baja,Bueno,Alto,Regular,En_Proceso,Inicio,Alto
Baja,Media,Baja,Ejemplar,Intensivo,Puntual,Bajo,Con_deuda,Credito,Alto,Riesgo_Moderado,Constante,Constante,Constante,Alta,Moderada,Constante,Bajo,Deficiente,Bueno,Ninguna,Insuficiente,Moderado,Excelente,En_Proceso,Inicio,Bajo
Baja,Baja,Baja,Consistente,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Vulnerable,Constante,Constante,Frecuente,Alta,Moderada,Baja,Moderado,Excesivo,Bueno,Ninguna,Bueno,Bajo,Excelente,Inicio,Inicio,Bajo
Baja,Baja,Baja,Critico,Insuficiente,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_Moderado,Frecuente,Constante,Constante,Alta,Moderada,Nula,Alto,Adecuado,Regular,Parcial_Baja,Bueno,Alto,Excelente,En_Proceso,Inicio,Bajo
Media,Media,Excelente,Moderado,Adecuado,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Alto,Estable,Ocasional,Frecuente,Constante,Alta,Moderada,Baja,Bajo,Excesivo,Deficiente,Parcial_Alta,Insuficiente,Bajo,Regular,Destacado,Destacado,Alto
Alta,Excelente,Alta,Critico,Insuficiente,Impuntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Medio,Vulnerable,Constante,Ocasional,Nula,Media,Moderada,Frecuente,Alto,Adecuado,Deficiente,Parcial_Baja,Bueno,Bajo,Regular,Destacado,Destacado,Bajo
Excelente,Excelente,Excelente,Ejemplar,Adecuado,Puntual,Medio,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Constante,Constante,Constante,Alta,Adecuada,Baja,Bajo,Regular,Excelente,Parcial_Alta,Excelente,Alto,Excelente,En_Proceso,En_Proceso,Bajo
Excelente,Baja,Alta,Consistente,Insuficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Alto,Estable,Frecuente,Frecuente,Nula,Media,Adecuada,Baja,Alto,Adecuado,Bueno,Parcial_Alta,Bueno,Moderado,Critico,En_Proceso,Previsto,Bajo
Media,Baja,Baja,Consistente,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Beca_Parcial,Alto,Vulnerable,Constante,Ocasional,Frecuente,Baja,Moderada,Nula,Alto,Regular,Regular,Parcial_Baja,Insuficiente,Alto,Critico,Previsto,En_Proceso,Alto
Baja,Alta,Alta,Ejemplar,Limitado,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Ocasional,Frecuente,Frecuente,Alta,Inadecuada,Baja,Moderado,Adecuado,Bueno,Ninguna,Bueno,Bajo,Excelente,Previsto,Previsto,Bajo
Media,Excelente,Excelente,Consistente,Insuficiente,Puntual,Medio,Con_deuda,Beca_Total,Alto,Riesgo_Moderado,Ocasional,Ocasional,Ocasional,Baja,Inadecuada,Constante,Bajo,Excesivo,Deficiente,Ninguna,Bueno,Alto,Regular,Destacado,Previsto,Bajo
Excelente,Media,Alta,Moderado,Limitado,Puntual,Alto,Con_deuda,Credito,Alto,Riesgo_Moderado,Frecuente,Nula,Constante,Baja,Adecuada,Frecuente,Alto,Excesivo,Bueno,Tiempo_Completo,Moderado,Moderado,Regular,En_Proceso,En_Proceso,Medio
Media,Alta,Alta,Moderado,Adecuado,Puntual,Medio,Sin_deuda,Credito,Bajo,Sostenible,Frecuente,Ocasional,Frecuente,Media,Adecuada,Nula,Moderado,Excesivo,Excelente,Parcial_Baja,Excelente,Moderado,Excelente,Inicio,En_Proceso,Alto
Alta,Media,Alta,Consistente,Insuficiente,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Medio,Vulnerable,Minimo,Ocasional,Nula,Baja,Moderada,Constante,Bajo,Regular,Excelente,Tiempo_Completo,Bueno,Moderado,Excelente,Destacado,Destacado,Bajo
Media,Alta,Alta,Moderado,Limitado,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Alto,Vulnerable,Minimo,Frecuente,Constante,Alta,Inadecuada,Nula,Bajo,Regular,Regular,Ninguna,Excelente,Bajo,Excelente,Destacado,Destacado,Bajo
Alta,Baja,Baja,Moderado,Adecuado,Impuntual,Medio,Con_deuda,Credito,Alto,Vulnerable,Minimo,Ocasional,Nula,Baja,Adecuada,Baja,Moderado,Excesivo,Bueno,Parcial_Alta,Bueno,Bajo,Excelente,Inicio,En_Proceso,Bajo
Excelente,Alta,Alta,Critico,Adecuado,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Minimo,Frecuente,Constante,Alta,Moderada,Nula,Moderado,Regular,Bueno,Ninguna,Bueno,Moderado,Excelente,En_Proceso,Destacado,Bajo
Alta,Baja,Excelente,Critico,Insuficiente,Puntual,Alto,Con_deuda,Beca_Parcial,Alto,Riesgo_Moderado,Ocasional,Nula,Ocasional,Baja,Moderada,Nula,Alto,Regular,Regular,Ninguna,Insuficiente,Moderado,Regular,Inicio,Previsto,Bajo
Alta,Baja,Alta,Ejemplar,Adecuado,Puntual,Muy_Bajo,Sin_deuda,Credito,Medio,Vulnerable,Ocasional,Constante,Constante,Alta,Adecuada,Nula,Moderado,Regular,Bueno,Parcial_Alta,Insuficiente,Muy_Alto,Critico,Previsto,Destacado,Alto
Baja,Alta,Media,Consistente,Limitado,Puntual,Bajo,Con_deuda,Beca_Total,Alto,Sostenible,Minimo,Ocasional,Constante,Baja,Adecuada,Baja,Bajo,Regular,Excelente,Tiempo_Completo,Excelente,Muy_Alto,Regular,Destacado,Destacado,Alto
Alta,Media,Media,Critico,Limitado,Impuntual,Medio,Con_deuda,Beca_Parcial,Medio,Vulnerable,Frecuente,Frecuente,Nula,Baja,Inadecuada,Frecuente,Moderado,Excesivo,Bueno,Ninguna,Excelente,Muy_Alto,Regular,Previsto,Inicio,Bajo
Excelente,Excelente,Excelente,Consistente,Intensivo,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Medio,Sostenible,Minimo,Frecuente,Constante,Alta,Adecuada,Nula,Bajo,Deficiente,Regular,Ninguna,Insuficiente,Muy_Alto,Critico,Inicio,Destacado,Bajo
Media,Alta,Alta,Moderado,Intensivo,Impuntual,Alto,Con_deuda,Beca_Total,Alto,Estable,Constante,Frecuente,Ocasional,Alta,Moderada,Nula,Moderado,Adecuado,Bueno,Parcial_Baja,Moderado,Bajo,Regular,En_Proceso,Previsto,Bajo
Excelente,Media,Alta,Consistente,Insuficiente,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Frecuente,Ocasional,Baja,Inadecuada,Baja,Alto,Adecuado,Bueno,Parcial_Alta,Excelente,Bajo,Excelente,Previsto,Previsto,Bajo
Alta,Excelente,Excelente,Ejemplar,Limitado,Impuntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Riesgo_Moderado,Minimo,Frecuente,Frecuente,Media,Moderada,Constante,Alto,Deficiente,Regular,Parcial_Baja,Insuficiente,Bajo,Excelente,Inicio,Previsto,Bajo
Media,Excelente,Excelente,Moderado,Insuficiente,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Vulnerable,Minimo,Nula,Ocasional,Media,Adecuada,Baja,Bajo,Deficiente,Bueno,Parcial_Alta,Excelente,Moderado,Excelente,Previsto,Destacado,Bajo
Media,Media,Media,Moderado,Adecuado,Puntual,Alto,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Minimo,Frecuente,Constante,Alta,Adecuada,Nula,Bajo,Excesivo,Bueno,Ninguna,Insuficiente,Moderado,Critico,Destacado,Destacado,Bajo
Excelente,Excelente,Excelente,Critico,Adecuado,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Riesgo_Moderado,Frecuente,Constante,Ocasional,Alta,Moderada,Constante,Moderado,Deficiente,Deficiente,Parcial_Baja,Moderado,Alto,Regular,Inicio,En_Proceso,Bajo
Excelente,Alta,Excelente,Moderado,Insuficiente,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Medio,Sostenible,Ocasional,Constante,Frecuente,Alta,Moderada,Constante,Alto,Adecuado,Bueno,Parcial_Alta,Insuficiente,Alto,Excelente,Destacado,En_Proceso,Alto
Media,Baja,Media,Ejemplar,Limitado,Puntual,Alto,Con_deuda,Beca_Total,Alto,Sostenible,Ocasional,Frecuente,Nula,Media,Inadecuada,Constante,Alto,Deficiente,Deficiente,Parcial_Alta,Moderado,Moderado,Regular,Destacado,Destacado,Medio
Baja,Media,Baja,Moderado,Adecuado,Impuntual,Medio,Con_deuda,Beca_Parcial,Alto,Vulnerable,Constante,Nula,Ocasional,Baja,Adecuada,Baja,Alto,Deficiente,Regular,Parcial_Baja,Bueno,Moderado,Excelente,En_Proceso,En_Proceso,Bajo
Alta,Media,Alta,Ejemplar,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Credito,Medio,Vulnerable,Ocasional,Constante,Nula,Baja,Moderada,Baja,Moderado,Deficiente,Regular,Tiempo_Completo,Moderado,Moderado,Regular,Previsto,Previsto,Bajo
Excelente,Baja,Excelente,Critico,Adecuado,Impuntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Minimo,Constante,Ocasional,Alta,Adecuada,Baja,Moderado,Excesivo,Regular,Tiempo_Completo,Bueno,Bajo,Excelente,Inicio,Previsto,Bajo
Media,Media,Media,Consistente,Limitado,Puntual,Bajo,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Constante,Ocasional,Ocasional,Baja,Inadecuada,Baja,Alto,Adecuado,Bueno,Parcial_Alta,Bueno,Alto,Excelente,Inicio,Inicio,Medio
Media,Media,Media,Ejemplar,Insuficiente,Impuntual,Medio,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Ocasional,Constante,Nula,Media,Adecuada,Frecuente,Moderado,Regular,Deficiente,Ninguna,Moderado,Alto,Critico,Previsto,En_Proceso,Medio
Media,Excelente,Alta,Moderado,Intensivo,Impuntual,Bajo,Sin_deuda,Pago_Directo,Medio,Vulnerable,Frecuente,Constante,Frecuente,Alta,Moderada,Constante,Moderado,Excesivo,Deficiente,Parcial_Baja,Insuficiente,Moderado,Regular,Destacado,Destacado,Bajo
Media,Alta,Baja,Consistente,Intensivo,Impuntual,Alto,Con_deuda,Beca_Parcial,Alto,Riesgo_Moderado,Ocasional,Frecuente,Nula,Media,Moderada,Nula,Alto,Regular,Regular,Parcial_Alta,Moderado,Moderado,Regular,Previsto,Destacado,Medio
Excelente,Excelente,Excelente,Ejemplar,Insuficiente,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Medio,Vulnerable,Ocasional,Frecuente,Constante,Alta,Adecuada,Baja,Bajo,Adecuado,Regular,Parcial_Alta,Moderado,Moderado,Regular,Previsto,Previsto,Medio
Baja,Media,Baja,Consistente,Limitado,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Ocasional,Nula,Ocasional,Baja,Inadecuada,Constante,Bajo,Deficiente,Regular,Parcial_Baja,Insuficiente,Alto,Critico,En_Proceso,Inicio,Bajo
Media,Media,Alta,Critico,Insuficiente,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Constante,Frecuente,Frecuente,Alta,Moderada,Constante,Alto,Adecuado,Bueno,Tiempo_Completo,Bueno,Moderado,Excelente,Destacado,En_Proceso,Bajo
Excelente,Alta,Alta,Ejemplar,Adecuado,Puntual,Medio,Sin_deuda,Credito,Muy_Bajo,Sostenible,Minimo,Frecuente,Ocasional,Alta,Moderada,Nula,Bajo,Regular,Excelente,Parcial_Baja,Insuficiente,Moderado,Excelente,Previsto,Destacado,Bajo
Media,Media,Alta,Ejemplar,Intensivo,Impuntual,Bajo,Sin_deuda,Credito,Alto,Riesgo_Moderado,Frecuente,Ocasional,Frecuente,Media,Inadecuada,Constante,Alto,Regular,Regular,Parcial_Baja,Moderado,Alto,Excelente,En_Proceso,Destacado,Medio
Alta,Baja,Alta,Critico,Limitado,Impuntual,Alto,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Minimo,Nula,Ocasional,Baja,Inadecuada,Frecuente,Moderado,Regular,Bueno,Tiempo_Completo,Moderado,Moderado,Excelente,Previsto,Destacado,Bajo
Excelente,Media,Alta,Consistente,Limitado,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Minimo,Constante,Nula,Media,Inadecuada,Baja,Moderado,Excesivo,Deficiente,Parcial_Baja,Insuficiente,Alto,Critico,Previsto,Destacado,Medio
Alta,Baja,Alta,Critico,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Minimo,Ocasional,Constante,Alta,Moderada,Nula,Bajo,Adecuado,Bueno,Ninguna,Bueno,Alto,Regular,Inicio,En_Proceso,Bajo
Baja,Media,Baja,Moderado,Intensivo,Impuntual,Medio,Con_deuda,Beca_Total,Bajo,Vulnerable,Constante,Frecuente,Frecuente,Alta,Moderada,Baja,Bajo,Excesivo,Bueno,Ninguna,Bueno,Moderado,Excelente,En_Proceso,En_Proceso,Bajo
Alta,Alta,Excelente,Ejemplar,Adecuado,Puntual,Bajo,Con_deuda,Credito,Alto,Vulnerable,Frecuente,Nula,Constante,Media,Adecuada,Baja,Bajo,Adecuado,Excelente,Parcial_Baja,Moderado,Moderado,Regular,En_Proceso,Previsto,Medio
Media,Media,Alta,Moderado,Insuficiente,Puntual,Muy_Bajo,Con_deuda,Credito,Muy_Bajo,Riesgo_Moderado,Frecuente,Nula,Constante,Baja,Inadecuada,Nula,Bajo,Excesivo,Regular,Tiempo_Completo,Insuficiente,Alto,Critico,En_Proceso,En_Proceso,Medio
Baja,Alta,Alta,Critico,Insuficiente,Impuntual,Alto,Con_deuda,Financiamiento_Familiar,Medio,Vulnerable,Ocasional,Frecuente,Nula,Baja,Inadecuada,Nula,Bajo,Regular,Bueno,Parcial_Baja,Bueno,Bajo,Excelente,Inicio,Previsto,Bajo
Alta,Media,Alta,Consistente,Intensivo,Puntual,Alto,Con_deuda,Beca_Parcial,Alto,Vulnerable,Minimo,Frecuente,Frecuente,Alta,Moderada,Constante,Alto,Excesivo,Bueno,Parcial_Baja,Bueno,Alto,Regular,Destacado,Destacado,Bajo
Baja,Alta,Baja,Moderado,Limitado,Puntual,Medio,Con_deuda,Credito,Medio,Riesgo_Moderado,Minimo,Frecuente,Nula,Baja,Adecuada,Frecuente,Alto,Regular,Excelente,Parcial_Baja,Moderado,Bajo,Excelente,Destacado,Destacado,Bajo
Alta,Baja,Excelente,Critico,Intensivo,Impuntual,Medio,Sin_deuda,Beca_Parcial,Muy_Bajo,Riesgo_Moderado,Frecuente,Nula,Frecuente,Media,Moderada,Constante,Moderado,Deficiente,Deficiente,Parcial_Baja,Moderado,Alto,Critico,Inicio,Inicio,Bajo
Baja,Media,Baja,Consistente,Intensivo,Impuntual,Bajo,Con_deuda,Beca_Total,Alto,Vulnerable,Ocasional,Constante,Ocasional,Baja,Inadecuada,Frecuente,Bajo,Excesivo,Bueno,Ninguna,Insuficiente,Alto,Regular,En_Proceso,Previsto,Bajo
Alta,Baja,Alta,Ejemplar,Insuficiente,Impuntual,Bajo,Con_deuda,Beca_Total,Alto,Vulnerable,Ocasional,Constante,Frecuente,Alta,Moderada,Baja,Moderado,Adecuado,Bueno,Ninguna,Moderado,Muy_Alto,Regular,Inicio,Previsto,Medio
Media,Alta,Media,Consistente,Insuficiente,Puntual,Bajo,Con_deuda,Beca_Total,Bajo,Sostenible,Minimo,Nula,Frecuente,Media,Moderada,Constante,Bajo,Adecuado,Bueno,Ninguna,Bueno,Moderado,Excelente,Inicio,En_Proceso,Bajo
Alta,Baja,Excelente,Critico,Intensivo,Impuntual,Medio,Con_deuda,Beca_Total,Bajo,Vulnerable,Constante,Nula,Constante,Media,Adecuada,Frecuente,Alto,Adecuado,Bueno,Ninguna,Excelente,Moderado,Excelente,Previsto,Previsto,Bajo
Media,Alta,Media,Ejemplar,Adecuado,Puntual,Bajo,Sin_deuda,Credito,Muy_Bajo,Riesgo_Moderado,Constante,Constante,Ocasional,Alta,Inadecuada,Frecuente,Alto,Adecuado,Regular,Parcial_Baja,Moderado,Bajo,Excelente,Inicio,Inicio,Bajo
Media,Excelente,Alta,Moderado,Limitado,Puntual,Medio,Sin_deuda,Beca_Parcial,Alto,Vulnerable,Ocasional,Constante,Frecuente,Alta,Adecuada,Frecuente,Moderado,Regular,Excelente,Parcial_Alta,Bueno,Moderado,Excelente,En_Proceso,Previsto,Bajo
Alta,Media,Media,Consistente,Insuficiente,Puntual,Bajo,Sin_deuda,Beca_Total,Bajo,Estable,Minimo,Constante,Constante,Baja,Moderada,Constante,Alto,Adecuado,Excelente,Parcial_Alta,Bueno,Alto,Excelente,En_Proceso,En_Proceso,Alto
Media,Excelente,Excelente,Ejemplar,Intensivo,Impuntual,Alto,Con_deuda,Credito,Medio,Vulnerable,Ocasional,Ocasional,Ocasional,Baja,Inadecuada,Baja,Bajo,Excesivo,Bueno,Ninguna,Bueno,Muy_Alto,Excelente,Destacado,Destacado,Medio
